,Unnamed: 0,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
1332,1419,2020-05-13,"Hey #Conservatives, do #BlueLivesMatter still or are you going to attack the police again tomorrow? #freedumb #flukluxklan https://t.co/Agxkrud2C1",hey still going attack police tomorrow ,1,en,"['hey', 'still', 'going', 'attack', 'police', 'tomorrow']","[('hey', 'NN'), ('still', 'RB'), ('going', 'VBG'), ('attack', 'JJ'), ('police', 'NN'), ('tomorrow', 'NN')]", hey still go attack police tomorrow,0.49133152
1333,1420,2020-05-13,@AmyJacobson @DanProft @MorningAnswer 😡Look at this ignorant &amp; bigoted tweet from @stacydavisgates of @CTULocal1. New @Chicago_Police Union President is carrying a #BlueLivesMatter flag to honor officers of all races who put their lives on the line daily. https://t.co/gCFC2N2zXw https://t.co/rNQ6gwhW2L,look ignorant amp bigoted tweet new union president carrying flag honor officers races put lives line daily ,1,en,"['look', 'ignorant', 'amp', 'bigoted', 'tweet', 'new', 'union', 'president', 'carrying', 'flag', 'honor', 'officers', 'races', 'put', 'lives', 'line', 'daily']","[('look', 'NN'), ('ignorant', 'JJ'), ('amp', 'NN'), ('bigoted', 'VBD'), ('tweet', 'JJ'), ('new', 'JJ'), ('union', 'NN'), ('president', 'NN'), ('carrying', 'VBG'), ('flag', 'NN'), ('honor', 'NN'), ('officers', 'NNS'), ('races', 'NNS'), ('put', 'VBD'), ('lives', 'NNS'), ('line', 'NN'), ('daily', 'RB')]", look ignorant amp bigoted tweet new union president carry flag honor officer race put life line daily,0.7697056
1334,1421,2020-05-13,Light a candle tonight to honor those who gave their lives. #protectingtheblue #lawenforcement #thinblueline #bluelivesmatter #policeweek2020 #lineofdutydeath #becarefuloutthere https://t.co/jQH3mGPkAX,light candle tonight honor gave lives ,1,en,"['light', 'candle', 'tonight', 'honor', 'gave', 'lives']","[('light', 'JJ'), ('candle', 'NN'), ('tonight', 'NN'), ('honor', 'NN'), ('gave', 'VBD'), ('lives', 'NNS')]", light candle tonight honor give life,0.100614384
1335,1422,2020-05-13,Today we were proud to stand with brothers and sisters in blue from around the state and nation as Ofc Mike Mosher was laid to rest.  Rest In Peace. We will take it from here. #NeverForget #BlueLivesMatter https://t.co/xXusLUg3va https://t.co/v6eCT8p1is,today proud stand brothers sisters blue around state nation ofc mike mosher laid rest rest peace take ,1,en,"['today', 'proud', 'stand', 'brothers', 'sisters', 'blue', 'around', 'state', 'nation', 'ofc', 'mike', 'mosher', 'laid', 'rest', 'rest', 'peace', 'take']","[('today', 'NN'), ('proud', 'JJ'), ('stand', 'NN'), ('brothers', 'NNS'), ('sisters', 'NNS'), ('blue', 'VBP'), ('around', 'IN'), ('state', 'NN'), ('nation', 'NN'), ('ofc', 'IN'), ('mike', 'NN'), ('mosher', 'NN'), ('laid', 'VBD'), ('rest', 'NN'), ('rest', 'NN'), ('peace', 'NN'), ('take', 'VB')]", today proud stand brother sister blue around state nation ofc mike mosher lay rest rest peace take,0.14090633
1336,1423,2020-05-13,UPDATE: U.S. Senate blocks bid to curb surveillance of Americans’ internet habits https://t.co/Zo78ZN8LGb #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update us senate blocks bid curb surveillance americans’ internet habits ,1,en,"['update', 'senate', 'blocks', 'bid', 'curb', 'surveillance', 'americans', 'internet', 'habits']","[('update', 'JJ'), ('senate', 'NN'), ('blocks', 'NNS'), ('bid', 'VBD'), ('curb', 'NN'), ('surveillance', 'NN'), ('americans', 'NNS'), ('internet', 'VBP'), ('habits', 'NNS')]", update senate block bid curb surveillance american internet habit,0.1261154
1337,1424,2020-05-13,UPDATE: Democrats concede loss of U.S. congressional seat in California special election https://t.co/xVnYTN3Hle #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update democrats concede loss us congressional seat california special election ,1,en,"['update', 'democrats', 'concede', 'loss', 'congressional', 'seat', 'california', 'special', 'election']","[('update', 'JJ'), ('democrats', 'NNS'), ('concede', 'VBP'), ('loss', 'NN'), ('congressional', 'JJ'), ('seat', 'NN'), ('california', 'VBP'), ('special', 'JJ'), ('election', 'NN')]", update democrat concede loss congressional seat california special election,0.112744935
1338,1425,2020-05-13,"UPDATE: U.S. governors call for less partisanship, more aid to fight pandemic https://t.co/oMUzdvEeIs #veterans #bluelivesmatter #hillaryemails #latinos #MAGA",update us governors call less partisanship aid fight pandemic ,1,en,"['update', 'governors', 'call', 'less', 'partisanship', 'aid', 'fight', 'pandemic']","[('update', 'JJ'), ('governors', 'NNS'), ('call', 'VBP'), ('less', 'JJR'), ('partisanship', 'JJ'), ('aid', 'NN'), ('fight', 'NN'), ('pandemic', 'NN')]", update governor call less partisanship aid fight pandemic,0.1030989
1339,1427,2020-05-13,UPDATE: Napolitano: List of Obama officials who requested Flynn unmasking raises ‘more questions than answers’ https://t.co/VbTxyj3g8s #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update napolitano list obama officials requested flynn unmasking raises ‘more questions answers’ ,1,en,"['update', 'napolitano', 'list', 'obama', 'officials', 'requested', 'flynn', 'unmasking', 'raises', 'questions', 'answers']","[('update', 'JJ'), ('napolitano', 'JJ'), ('list', 'NN'), ('obama', 'NN'), ('officials', 'NNS'), ('requested', 'VBD'), ('flynn', 'JJ'), ('unmasking', 'JJ'), ('raises', 'NNS'), ('questions', 'NNS'), ('answers', 'NNS')]", update napolitano list obama official request flynn unmasking raise question answer,0.11668297
1340,1428,2020-05-13,"UPDATE: Illinois county defies governor, vows it’s ‘back open for business’ during coronavirus outbreak https://t.co/COnBdlKOxi #veterans #bluelivesmatter #hillaryemails #latinos #MAGA",update illinois county defies governor vows it’s ‘back open business’ coronavirus outbreak ,1,en,"['update', 'illinois', 'county', 'defies', 'governor', 'vows', 'back', 'open', 'business', 'coronavirus', 'outbreak']","[('update', 'JJ'), ('illinois', 'NNS'), ('county', 'NN'), ('defies', 'NNS'), ('governor', 'VBP'), ('vows', 'NNS'), ('back', 'RB'), ('open', 'JJ'), ('business', 'NN'), ('coronavirus', 'NN'), ('outbreak', 'NN')]", update illinois county defies governor vow back open business coronavirus outbreak,0.24109708
1341,1429,2020-05-13,UPDATE: Illinois woman mauled to death by her French Bulldog: police https://t.co/jPNcr5XNwo #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update illinois woman mauled death french bulldog police ,1,en,"['update', 'illinois', 'woman', 'mauled', 'death', 'french', 'bulldog', 'police']","[('update', 'JJ'), ('illinois', 'NN'), ('woman', 'NN'), ('mauled', 'VBD'), ('death', 'NN'), ('french', 'JJ'), ('bulldog', 'NN'), ('police', 'NN')]", update illinois woman maul death french bulldog police,0.75736326
1342,1430,2020-05-13,UPDATE: Even Trump campaign’s 404 page is a brutal swing at Biden https://t.co/EpzdwBbiQ2 #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update even trump campaign’s page brutal swing biden ,1,en,"['update', 'even', 'trump', 'campaign', 'page', 'brutal', 'swing', 'biden']","[('update', 'JJ'), ('even', 'RB'), ('trump', 'VBP'), ('campaign', 'NN'), ('page', 'NN'), ('brutal', 'JJ'), ('swing', 'NN'), ('biden', 'NN')]", update even trump campaign page brutal swing biden,0.123180375
1343,1431,2020-05-13,UPDATE: Watch: MI Sheriff Dismantles Gretchen Whitmer Executive Orders https://t.co/S75v4zSL5j #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update watch mi sheriff dismantles gretchen whitmer executive orders ,1,en,"['update', 'watch', 'sheriff', 'dismantles', 'gretchen', 'whitmer', 'executive', 'orders']","[('update', 'JJ'), ('watch', 'NN'), ('sheriff', 'NN'), ('dismantles', 'NNS'), ('gretchen', 'VBP'), ('whitmer', 'JJ'), ('executive', 'NN'), ('orders', 'NNS')]", update watch sheriff dismantles gretchen whitmer executive order,0.09500715
1344,1432,2020-05-13,UPDATE: Ann Coulter: Liberal Privilege in Two Tweets https://t.co/ycHNAgEDDP #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update ann coulter liberal privilege two tweets ,1,en,"['update', 'ann', 'coulter', 'liberal', 'privilege', 'two', 'tweets']","[('update', 'JJ'), ('ann', 'NN'), ('coulter', 'NN'), ('liberal', 'JJ'), ('privilege', 'NN'), ('two', 'CD'), ('tweets', 'NNS')]", update ann coulter liberal privilege two tweet,0.11704309
1345,1433,2020-05-13,UPDATE: PA Officials Abruptly Revoked Business Waivers After Questioned https://t.co/P0zHMRQl4b #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update pa officials abruptly revoked business waivers questioned ,1,en,"['update', 'officials', 'abruptly', 'revoked', 'business', 'waivers', 'questioned']","[('update', 'JJ'), ('officials', 'NNS'), ('abruptly', 'RB'), ('revoked', 'VBD'), ('business', 'NN'), ('waivers', 'NNS'), ('questioned', 'VBD')]", update official abruptly revoke business waiver question,0.10247996
1346,1434,2020-05-13,UPDATE: Rand Paul: Biden ‘Caught Red-Handed’ Using Spy Powers Against Flynn https://t.co/kloksE2zqT #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update rand paul biden ‘caught redhanded’ using spy powers flynn ,1,en,"['update', 'rand', 'paul', 'biden', 'caught', 'redhanded', 'using', 'spy', 'powers', 'flynn']","[('update', 'JJ'), ('rand', 'NN'), ('paul', 'NN'), ('biden', 'NN'), ('caught', 'NN'), ('redhanded', 'VBD'), ('using', 'VBG'), ('spy', 'JJ'), ('powers', 'NNS'), ('flynn', 'VBP')]", update rand paul biden caught redhanded use spy power flynn,0.23065168
1347,1435,2020-05-13,#ThinBlueLine #nypd #BlueLivesMatter @NYPD70Pct @NYPDSVU while we at home safe our guys and girls in blue out risking their lives so we can stay safe !! https://t.co/QgbptjAQbn,home safe guys girls blue risking lives stay safe ,1,en,"['home', 'safe', 'guys', 'girls', 'blue', 'risking', 'lives', 'stay', 'safe']","[('home', 'NN'), ('safe', 'JJ'), ('guys', 'JJ'), ('girls', 'NNS'), ('blue', 'JJ'), ('risking', 'VBG'), ('lives', 'NNS'), ('stay', 'VBP'), ('safe', 'JJ')]", home safe guys girl blue risk life stay safe,0.18650818
1348,1436,2020-05-13,@gb_misael99 @Connor_Writes @omar_sabry7 Culture vultures r just what they r...they cant relate. Sing our songs and shit...try 2 b “cool” but want the “real” 2 b on some #BlueLivesMatter shit after watching brethren after brethren murdered in avoidable encounters. It’s cool tho! 😎😂🤦🏽‍♂️🤡,culture vultures r rthey cant relate sing songs shittry b “cool” want “real” b shit watching brethren brethren murdered avoidable encounters it’s cool tho ,1,en,"['culture', 'vultures', 'rthey', 'cant', 'relate', 'sing', 'songs', 'shittry', 'cool', 'want', 'real', 'shit', 'watching', 'brethren', 'brethren', 'murdered', 'avoidable', 'encounters', 'cool', 'tho']","[('culture', 'NN'), ('vultures', 'VBZ'), ('rthey', 'JJ'), ('cant', 'JJ'), ('relate', 'NN'), ('sing', 'NN'), ('songs', 'NNS'), ('shittry', 'VBP'), ('cool', 'JJ'), ('want', 'VBP'), ('real', 'JJ'), ('shit', 'NN'), ('watching', 'VBG'), ('brethren', 'NNS'), ('brethren', 'NNS'), ('murdered', 'VBD'), ('avoidable', 'JJ'), ('encounters', 'NNS'), ('cool', 'VBP'), ('tho', 'NN')]", culture vultures rthey cant relate sing song shittry cool want real shit watch brother brother murder avoidable encounter cool tho,0.84096515
1349,1437,2020-05-13,"A big shout out to our community heroes for National Police Week. Thanks for all you do @EmporiaPD​, @LyonCoSheriff  and Emporia State University Police &amp; Safety​ to keep our community safe.
#backtheblue
#ThinBlueLine 
#BlueLivesMatter https://t.co/MBexfq8gVt",big shout community heroes national police week thanks emporia state university police amp safety​ keep community safe ,1,en,"['big', 'shout', 'community', 'heroes', 'national', 'police', 'week', 'thanks', 'emporia', 'state', 'university', 'police', 'amp', 'safety', 'keep', 'community', 'safe']","[('big', 'JJ'), ('shout', 'NN'), ('community', 'NN'), ('heroes', 'NNS'), ('national', 'JJ'), ('police', 'NNS'), ('week', 'NN'), ('thanks', 'NNS'), ('emporia', 'VBP'), ('state', 'NN'), ('university', 'NN'), ('police', 'NN'), ('amp', 'NN'), ('safety', 'NN'), ('keep', 'VB'), ('community', 'NN'), ('safe', 'JJ')]", big shout community hero national police week thanks emporia state university police amp safety keep community safe,0.12801583
1350,1438,2020-05-13,It's national #law enforcement week 👮‍♂️ Don't forget to remember who #cops in #AmeriKKKa really serve! #BlueLivesMatter #ThinBlueLine #Meme #PoliceState #MartialLaw #NWO #Trump #Nation #WakeUp #RiseUp #VoteDemOut #NoMoreReps #VoteLibertarian 🗽 #Behrman2020 #TaxationIsTheft https://t.co/iDSMv6I0VJ,national enforcement week dont forget remember really serve ,1,en,"['national', 'enforcement', 'week', 'dont', 'forget', 'remember', 'really', 'serve']","[('national', 'JJ'), ('enforcement', 'NN'), ('week', 'NN'), ('dont', 'NN'), ('forget', 'NN'), ('remember', 'VB'), ('really', 'RB'), ('serve', 'VB')]", national enforcement week dont forget remember really serve,0.14910705
1351,1439,2020-05-13,"Suddenly, the #BlueLivesMatter crowd cares about interrogation, due process, coercion and self-Incrimination. 

Flynn had an attorney for God’s sake. 

He was a GENERAL, not some kid hauled in on a possession charge. https://t.co/A1kOGk82D1",suddenly crowd cares interrogation due process coercion selfincrimination flynn attorney god’s sake general kid hauled possession charge ,1,en,"['suddenly', 'crowd', 'cares', 'interrogation', 'due', 'process', 'coercion', 'selfincrimination', 'flynn', 'attorney', 'god', 'sake', 'general', 'kid', 'hauled', 'possession', 'charge']","[('suddenly', 'RB'), ('crowd', 'JJ'), ('cares', 'NNS'), ('interrogation', 'VBP'), ('due', 'JJ'), ('process', 'NN'), ('coercion', 'NN'), ('selfincrimination', 'NN'), ('flynn', 'NN'), ('attorney', 'NN'), ('god', 'NN'), ('sake', 'NN'), ('general', 'JJ'), ('kid', 'NN'), ('hauled', 'VBD'), ('possession', 'NN'), ('charge', 'NN')]", suddenly crowd care interrogation due process coercion selfincrimination flynn attorney god sake general kid haul possession charge,0.2399171
1352,1440,2020-05-13,"Death-Dead: Obituary, Cause of Death :RIP Scott Bowers, thank you for your service. My condolences to your family. #BlueLivesMatter https://t.co/nGSQPLIWnk … https://t.co/qelBXn2Duy",deathdead obituary cause death rip scott bowers thank service condolences family … ,1,en,"['deathdead', 'obituary', 'cause', 'death', 'rip', 'scott', 'bowers', 'thank', 'service', 'condolences', 'family']","[('deathdead', 'JJ'), ('obituary', 'JJ'), ('cause', 'NN'), ('death', 'NN'), ('rip', 'NN'), ('scott', 'NN'), ('bowers', 'NNS'), ('thank', 'VBD'), ('service', 'NN'), ('condolences', 'NNS'), ('family', 'NN')]", deathdead obituary cause death rip scott bower thank service condolence family,0.65849215
1353,1441,2020-05-13,"@KPRC2Vincent Call the police if you see anything like this! Hopefully the armed authorities take them down, I fully support them in their conquest to keep America safe.

#bluelivesmatter",call police see anything like hopefully armed authorities take fully support conquest keep america safe ,1,en,"['call', 'police', 'see', 'anything', 'like', 'hopefully', 'armed', 'authorities', 'take', 'fully', 'support', 'conquest', 'keep', 'america', 'safe']","[('call', 'VB'), ('police', 'NNS'), ('see', 'VBP'), ('anything', 'NN'), ('like', 'IN'), ('hopefully', 'RB'), ('armed', 'VBN'), ('authorities', 'NNS'), ('take', 'VBP'), ('fully', 'RB'), ('support', 'VB'), ('conquest', 'JJS'), ('keep', 'NN'), ('america', 'NN'), ('safe', 'JJ')]", call police see anything like hopefully arm authority take fully support conquest keep america safe,0.31096303
1354,1442,2020-05-13,"@Emberflux #bluelivesmatter also applies to people protesting lockdowns.

If they can't respect authorities, I'd like for police to act swiftly with the same vengeance!  We need to protect our armed authorities at all costs. https://t.co/TuyHik2LGm",also applies people protesting lockdowns cant respect authorities id like police act swiftly vengeance need protect armed authorities costs ,1,en,"['also', 'applies', 'people', 'protesting', 'lockdowns', 'cant', 'respect', 'authorities', 'like', 'police', 'act', 'swiftly', 'vengeance', 'need', 'protect', 'armed', 'authorities', 'costs']","[('also', 'RB'), ('applies', 'VBZ'), ('people', 'NNS'), ('protesting', 'VBG'), ('lockdowns', 'JJ'), ('cant', 'NN'), ('respect', 'NN'), ('authorities', 'NNS'), ('like', 'IN'), ('police', 'NN'), ('act', 'NN'), ('swiftly', 'RB'), ('vengeance', 'RB'), ('need', 'VB'), ('protect', 'NN'), ('armed', 'JJ'), ('authorities', 'NNS'), ('costs', 'NNS')]", also apply people protest lockdowns cant respect authority like police act swiftly vengeance need protect armed authority cost,0.31089434
1355,1443,2020-05-13,Seattle Cop Films Video Urging Officers Not To Enforce Lockdown Orders. A HERO who supports the Constitution. #BlueLivesMatter @POTUS https://t.co/RSXxzSaPU9,seattle cop films video urging officers enforce lockdown orders hero supports constitution ,1,en,"['seattle', 'cop', 'films', 'video', 'urging', 'officers', 'enforce', 'lockdown', 'orders', 'hero', 'supports', 'constitution']","[('seattle', 'JJ'), ('cop', 'NN'), ('films', 'NNS'), ('video', 'VBP'), ('urging', 'VBG'), ('officers', 'NNS'), ('enforce', 'VBP'), ('lockdown', 'JJ'), ('orders', 'NNS'), ('hero', 'NN'), ('supports', 'VBZ'), ('constitution', 'NN')]", seattle cop film video urge officer enforce lockdown order hero support constitution,0.24260998
1356,1444,2020-05-13,@Fxhedgers Obey the authorities!!! #bluelivesmatter https://t.co/VmerhHVto6,obey authorities ,1,en,"['obey', 'authorities']","[('obey', 'NN'), ('authorities', 'NNS')]", obey authority,0.09125663
1357,1446,2020-05-13,"Follow my back up at sofunnything
Hot fire incoming
.
.
.
.
.
#sheriff #cop #lawenforcement  #cops #pewpew #backtheblue #bluelivesmatter #k9 #police #thinblueline #policeofficer
#the2ndisforeveryone… https://t.co/Z44HkBR8PV",follow back sofunnything hot fire incoming ,1,en,"['follow', 'back', 'sofunnything', 'hot', 'fire', 'incoming']","[('follow', 'VB'), ('back', 'RP'), ('sofunnything', 'VBG'), ('hot', 'JJ'), ('fire', 'NN'), ('incoming', 'NN')]", follow back sofunnything hot fire incoming,0.31089434
1358,1447,2020-05-13,"Follow my back up at sofunnything
Hot fire incoming
.
.
.
.
.
#sheriff #cop #lawenforcement  #cops #pewpew #backtheblue #bluelivesmatter #k9 #police #thinblueline #policeofficer
#the2ndisforeveryone… https://t.co/o5qxRIx1A2",follow back sofunnything hot fire incoming ,1,en,"['follow', 'back', 'sofunnything', 'hot', 'fire', 'incoming']","[('follow', 'VB'), ('back', 'RP'), ('sofunnything', 'VBG'), ('hot', 'JJ'), ('fire', 'NN'), ('incoming', 'NN')]", follow back sofunnything hot fire incoming,0.31089434
1359,1448,2020-05-13,"@MonarchofMayhem If they wont authorities, they get 
what deserve.

#BlueLivesMatter #standwithpolice https://t.co/EkmrqE9xF8",wont authorities get deserve ,1,en,"['wont', 'authorities', 'get', 'deserve']","[('wont', 'NN'), ('authorities', 'NNS'), ('get', 'VBP'), ('deserve', 'VB')]", wont authority get deserve,0.11076934
1360,1449,2020-05-13,"Yet another officer speaking out against this new lockdown culture.

So much respect for people who are able and willing to research BOTH sides of any subject, any topic, any media spectacles.

#Censorship #covid1984 #Tyranny #BlueLivesMatter #FreeSpeech 

https://t.co/bJebH8HV1l",yet another officer speaking new lockdown culture much respect people able willing research sides subject topic media spectacles ,1,en,"['yet', 'another', 'officer', 'speaking', 'new', 'lockdown', 'culture', 'much', 'respect', 'people', 'able', 'willing', 'research', 'sides', 'subject', 'topic', 'media', 'spectacles']","[('yet', 'RB'), ('another', 'DT'), ('officer', 'NN'), ('speaking', 'VBG'), ('new', 'JJ'), ('lockdown', 'JJ'), ('culture', 'NN'), ('much', 'JJ'), ('respect', 'NN'), ('people', 'NNS'), ('able', 'JJ'), ('willing', 'JJ'), ('research', 'NN'), ('sides', 'NNS'), ('subject', 'JJ'), ('topic', 'JJ'), ('media', 'NNS'), ('spectacles', 'NNS')]", yet another officer speak new lockdown culture much respect people able willing research side subject topic medium spectacle,0.2281999
1361,1450,2020-05-13,Same people that say #bluelivesmatter and blacks should obey the law 🙄🙄🤨🤨 https://t.co/naLh6vLl4a,people say blacks obey law ,1,en,"['people', 'say', 'blacks', 'obey', 'law']","[('people', 'NNS'), ('say', 'VBP'), ('blacks', 'NNS'), ('obey', 'VBP'), ('law', 'NN')]", people say black obey law,0.5947901
1362,1451,2020-05-13,"Follow my back up at sofunnything
Hot fire incoming
.
.
.
.
.
#sheriff #cop #lawenforcement  #cops #pewpew #backtheblue #bluelivesmatter #k9 #police #thinblueline #policeofficer
#the2ndisforeveryone… https://t.co/uZUnnLk33O",follow back sofunnything hot fire incoming ,1,en,"['follow', 'back', 'sofunnything', 'hot', 'fire', 'incoming']","[('follow', 'VB'), ('back', 'RP'), ('sofunnything', 'VBG'), ('hot', 'JJ'), ('fire', 'NN'), ('incoming', 'NN')]", follow back sofunnything hot fire incoming,0.31089434
1363,1453,2020-05-13,Me today when I gestured to a guy pulling in that I was leaving a parking space &amp; he could have it ... and then I saw the #bluelivesmatter flag on his bumper as we passed https://t.co/7x30FuHUuF,today gestured guy pulling leaving parking space amp could saw flag bumper passed ,1,en,"['today', 'gestured', 'guy', 'pulling', 'leaving', 'parking', 'space', 'amp', 'could', 'saw', 'flag', 'bumper', 'passed']","[('today', 'NN'), ('gestured', 'VBD'), ('guy', 'JJ'), ('pulling', 'VBG'), ('leaving', 'VBG'), ('parking', 'VBG'), ('space', 'NN'), ('amp', 'NN'), ('could', 'MD'), ('saw', 'VB'), ('flag', 'JJ'), ('bumper', 'NN'), ('passed', 'VBD')]", today gesture guy pull leave park space amp could saw flag bumper pass,0.20788397
1364,1454,2020-05-13,"@Black_Action How do we defend against legalized genocide of Black people that White #BlueLivesMatter officers get away with 99.9% of the time?

They're incentivized with 3+ months of paid leave for killing us, and they get to investigate themselves for any wrongdoing! https://t.co/b8I6UmQtTL",defend legalized genocide black people white officers get away time theyre incentivized months paid leave killing us get investigate wrongdoing ,1,en,"['defend', 'legalized', 'genocide', 'black', 'people', 'white', 'officers', 'get', 'away', 'time', 'theyre', 'incentivized', 'months', 'paid', 'leave', 'killing', 'get', 'investigate', 'wrongdoing']","[('defend', 'VB'), ('legalized', 'VBN'), ('genocide', 'JJ'), ('black', 'JJ'), ('people', 'NNS'), ('white', 'JJ'), ('officers', 'NNS'), ('get', 'VB'), ('away', 'RB'), ('time', 'NN'), ('theyre', 'JJ'), ('incentivized', 'JJ'), ('months', 'NNS'), ('paid', 'VBN'), ('leave', 'VBP'), ('killing', 'VBG'), ('get', 'NN'), ('investigate', 'JJ'), ('wrongdoing', 'NN')]", defend legalize genocide black people white officer get away time theyre incentivized month pay leave kill get investigate wrongdoing,0.7580539
1365,1455,2020-05-13,UPDATE: Manafort released to home confinement due to coronavirus concerns | TheHill https://t.co/BYEsXbd78j #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update manafort released home confinement due coronavirus concerns thehill ,1,en,"['update', 'manafort', 'released', 'home', 'confinement', 'due', 'coronavirus', 'concerns', 'thehill']","[('update', 'JJ'), ('manafort', 'NN'), ('released', 'VBD'), ('home', 'NN'), ('confinement', 'NN'), ('due', 'JJ'), ('coronavirus', 'NN'), ('concerns', 'NNS'), ('thehill', 'VB')]", update manafort release home confinement due coronavirus concern thehill,0.06954669
1366,1456,2020-05-13,UPDATE: The Hill’s Morning Report – Presented by The American Investment Council – Pelosi touts $3T bill as Fauci stresses go-slow openings | TheHill https://t.co/dJ7zCB1rVO #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update hill’s morning report – presented american investment council – pelosi touts bill fauci stresses goslow openings thehill ,1,en,"['update', 'hill', 'morning', 'report', 'presented', 'american', 'investment', 'council', 'pelosi', 'touts', 'bill', 'fauci', 'stresses', 'goslow', 'openings', 'thehill']","[('update', 'JJ'), ('hill', 'NN'), ('morning', 'NN'), ('report', 'NN'), ('presented', 'VBD'), ('american', 'JJ'), ('investment', 'NN'), ('council', 'NN'), ('pelosi', 'VBP'), ('touts', 'NNS'), ('bill', 'NN'), ('fauci', 'VBP'), ('stresses', 'NNS'), ('goslow', 'JJ'), ('openings', 'NNS'), ('thehill', 'NN')]", update hill morning report present american investment council pelosi tout bill fauci stress goslow opening thehill,0.07255917
1367,1457,2020-05-13,#redwave what's with conservatives co-opting other movements?  #bluewave #BlackLivesMatter #BlueLivesMatter #AllLivesMatter,whats conservatives coopting movements ,1,en,"['whats', 'conservatives', 'coopting', 'movements']","[('whats', 'NNS'), ('conservatives', 'VBZ'), ('coopting', 'VBG'), ('movements', 'NNS')]", whats conservatives coopting movement,0.1494961
1368,1458,2020-05-13,"Reposted from @mnrothbard

#PolicyEnforcers are modern-day #Redcoats. #MAGA #BuildTheWall #BackTheBlue #ThinBlueLine #BlueLivesMatter #BlueISIS #ThinTerroristLine #Redcoat #redcoatism #ACAB #Tyrants #2A… https://t.co/9ummApmRoN",reposted modernday ,1,en,"['reposted', 'modernday']","[('reposted', 'VBN'), ('modernday', 'NN')]", reposted modernday,0.06963683
1369,1459,2020-05-13,"Ryan Nichols is a lying f**k.

#KennethWalker #policestate #PoliceBrutality #blueisis #BackTheBlue #BlueLivesMatter https://t.co/OhQKv52Rzg",ryan nichols lying fk ,1,en,"['ryan', 'nichols', 'lying']","[('ryan', 'NN'), ('nichols', 'NNS'), ('lying', 'VBG')]", ryan nichols lie,0.8005647
1370,1460,2020-05-13,"It's so hard out there, but by keeping your eyes fixed on what matters most, you can cope with the war on cops and keep your sanity. #backtheblue #bluelinestrong #bluelivesmatter #thinblueline #policewife #policewifelife #waroncops #lawenforcementsupport

https://t.co/v2KFSm9yf9",hard keeping eyes fixed matters cope war cops keep sanity ,1,en,"['hard', 'keeping', 'eyes', 'fixed', 'matters', 'cope', 'war', 'cops', 'keep', 'sanity']","[('hard', 'JJ'), ('keeping', 'VBG'), ('eyes', 'NNS'), ('fixed', 'VBN'), ('matters', 'NNS'), ('cope', 'VBP'), ('war', 'NN'), ('cops', 'NNS'), ('keep', 'VBP'), ('sanity', 'NN')]", hard keep eye fix matter cope war cop keep sanity,0.25172463
1371,1461,2020-05-13,@diealoguepod Honored to join Dr. Shiloh and Dr. Scott on @LAnotsopod  to talk about important topics that impact law enforcement! #bluelivesmatter #psychology #LawEnforcement #NationalPoliceWeek #nationalpoliceweek2020,honored join dr shiloh dr scott talk important topics impact law enforcement ,1,en,"['honored', 'join', 'shiloh', 'scott', 'talk', 'important', 'topics', 'impact', 'law', 'enforcement']","[('honored', 'VBN'), ('join', 'NN'), ('shiloh', 'NN'), ('scott', 'NN'), ('talk', 'NN'), ('important', 'JJ'), ('topics', 'NNS'), ('impact', 'JJ'), ('law', 'NN'), ('enforcement', 'NN')]", honor join shiloh scott talk important topic impact law enforcement,0.19163118
1372,1462,2020-05-13,This #AllLivesMatter and #BlueLivesMatter civil war tho 🤣 https://t.co/A6s6CoIdKp,civil war tho ,1,en,"['civil', 'war', 'tho']","[('civil', 'JJ'), ('war', 'NN'), ('tho', 'NN')]", civil war tho,0.17093931
1373,1463,2020-05-13,Honestly the #BlueLivesMatter crowd don’t seem to care about any law enforcement personnel during this time of COVID-19. Almost like they only pretended to care to undermine another group of people 🤔,honestly crowd don’t seem care law enforcement personnel time covid almost like pretended care undermine another group people ,1,en,"['honestly', 'crowd', 'seem', 'care', 'law', 'enforcement', 'personnel', 'time', 'covid', 'almost', 'like', 'pretended', 'care', 'undermine', 'another', 'group', 'people']","[('honestly', 'RB'), ('crowd', 'VBZ'), ('seem', 'VBP'), ('care', 'NN'), ('law', 'NN'), ('enforcement', 'NN'), ('personnel', 'NNS'), ('time', 'NN'), ('covid', 'VBZ'), ('almost', 'RB'), ('like', 'IN'), ('pretended', 'VBN'), ('care', 'NN'), ('undermine', 'JJ'), ('another', 'DT'), ('group', 'NN'), ('people', 'NNS')]", honestly crowd seem care law enforcement personnel time covid almost like pretend care undermine another group people,0.24006885
