,Unnamed: 0,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
3950,4196,2020-05-03,#BlueLivesMatter #BlackLivesMatter are both stupid as fuck tbh. No shit they matter bud,stupid fuck tbh shit matter bud ,1,en,"['stupid', 'fuck', 'tbh', 'shit', 'matter', 'bud']","[('stupid', 'JJ'), ('fuck', 'NN'), ('tbh', 'NN'), ('shit', 'VBD'), ('matter', 'NN'), ('bud', 'NN')]", stupid fuck tbh shit matter bud,0.9897058
3951,4197,2020-05-03,Turns out #BlueLivesMatter was just an excuse to trash black people. Color me shocked.,turns excuse trash black people color shocked ,1,en,"['turns', 'excuse', 'trash', 'black', 'people', 'color', 'shocked']","[('turns', 'NNS'), ('excuse', 'VBP'), ('trash', 'JJ'), ('black', 'JJ'), ('people', 'NNS'), ('color', 'NN'), ('shocked', 'VBD')]", turn excuse trash black people color shock,0.8058376
3952,4199,2020-05-03,"If Trump supporters claim that #BlueLivesMatter, well, this disproves it. https://t.co/K5hCpyoYfA",trump supporters claim well disproves ,1,en,"['trump', 'supporters', 'claim', 'well', 'disproves']","[('trump', 'NN'), ('supporters', 'NNS'), ('claim', 'VBP'), ('well', 'RB'), ('disproves', 'NNS')]", trump supporter claim well disproves,0.10398725
3953,4200,2020-05-03,the trending #bluelivesmatter better be talking about them damn scrubs.,trending better talking damn scrubs ,1,en,"['trending', 'better', 'talking', 'damn', 'scrubs']","[('trending', 'VBG'), ('better', 'RBR'), ('talking', 'VBG'), ('damn', 'NN'), ('scrubs', 'NNS')]", trend well talk damn scrub,0.794439
3954,4201,2020-05-03,This is disgusting.  These people are putting all these police officers lives at risk and assaulting them. So #BlueLivesMatter and #Protests are ok only when it’s not a group of black people. Where are all the #BlueLivesMatter people at? CRICKETS https://t.co/9bPdkYCNSN,disgusting people putting police officers lives risk assaulting ok it’s group black people people crickets ,1,en,"['disgusting', 'people', 'putting', 'police', 'officers', 'lives', 'risk', 'assaulting', 'group', 'black', 'people', 'people', 'crickets']","[('disgusting', 'VBG'), ('people', 'NNS'), ('putting', 'VBG'), ('police', 'NN'), ('officers', 'NNS'), ('lives', 'VBZ'), ('risk', 'NN'), ('assaulting', 'VBG'), ('group', 'NN'), ('black', 'JJ'), ('people', 'NNS'), ('people', 'NNS'), ('crickets', 'NNS')]", disgust people put police officer live risk assault group black people people cricket,0.82541186
3955,4202,2020-05-03,"THANK YOU!! #BlueLivesMatter
BLUE LIVES MATTER©
IS A SENTENCE IN MY SERMON...
ITS COPYRIGHTED LIKE
MY #AllLivesMatter© #BlackLivesMatter© and even #WhiteLivesMatter©
ITS A SYSTEM:__X__ LIVES MATTER!
PUT ANYTHING in FOR X...AND
THAT LIFE MATTERS TO GOD! #Plants #Animals
#FairUse💒",thank blue lives matter sentence sermon copyrighted like even systemx lives matter put anything xand life matters god ,1,en,"['thank', 'blue', 'lives', 'matter', 'sentence', 'sermon', 'copyrighted', 'like', 'even', 'systemx', 'lives', 'matter', 'put', 'anything', 'xand', 'life', 'matters', 'god']","[('thank', 'NN'), ('blue', 'NN'), ('lives', 'VBZ'), ('matter', 'JJR'), ('sentence', 'NN'), ('sermon', 'RB'), ('copyrighted', 'VBN'), ('like', 'IN'), ('even', 'RB'), ('systemx', 'VBP'), ('lives', 'NNS'), ('matter', 'RBR'), ('put', 'VBD'), ('anything', 'NN'), ('xand', 'NNP'), ('life', 'NN'), ('matters', 'NNS'), ('god', 'VBP')]", thank blue live matter sentence sermon copyright like even systemx life matter put anything xand life matter god,0.18054907
3956,4203,2020-05-03,"Also since it’s trending again, #BlueLivesMatter isn’t real. Blue is not a skin color that is/was enslaved, beaten, politicized, or policed. Being “blue” is a job with a pension. All lives don’t matter until there is proof that shows that this country cares about ALL its people.",also since it’s trending isn’t real blue skin color iswas enslaved beaten politicized policed “blue” job pension lives don’t matter proof shows country cares people ,1,en,"['also', 'since', 'trending', 'real', 'blue', 'skin', 'color', 'iswas', 'enslaved', 'beaten', 'politicized', 'policed', 'blue', 'job', 'pension', 'lives', 'matter', 'proof', 'shows', 'country', 'cares', 'people']","[('also', 'RB'), ('since', 'IN'), ('trending', 'VBG'), ('real', 'JJ'), ('blue', 'JJ'), ('skin', 'NN'), ('color', 'NN'), ('iswas', 'NN'), ('enslaved', 'VBN'), ('beaten', 'RB'), ('politicized', 'VBN'), ('policed', 'VBN'), ('blue', 'JJ'), ('job', 'NN'), ('pension', 'NN'), ('lives', 'NNS'), ('matter', 'NN'), ('proof', 'NN'), ('shows', 'VBZ'), ('country', 'NN'), ('cares', 'NNS'), ('people', 'NNS')]", also since trend real blue skin color iswas enslave beaten politicize police blue job pension life matter proof show country care people,0.42309996
3957,4204,2020-05-03,This isn't Trump supporters. #BlueLivesMatter #LiberalismIsTheRealPandemic https://t.co/Vfba8hA6UX,isnt trump supporters ,1,en,"['isnt', 'trump', 'supporters']","[('isnt', 'JJ'), ('trump', 'NN'), ('supporters', 'NNS')]", isnt trump supporter,0.31089434
3958,4205,2020-05-03,"#BlueLivesMatter until they tell you that you can't do whatever you want, to protect other people.

When police do that, you get to spit on them.   This is why the Tea Party/Libertarian crowd are the political equal of a 1st grade recess. https://t.co/FeLKCbSpFm",tell cant whatever want protect people police get spit tea partylibertarian crowd political equal st grade recess ,1,en,"['tell', 'cant', 'whatever', 'want', 'protect', 'people', 'police', 'get', 'spit', 'tea', 'partylibertarian', 'crowd', 'political', 'equal', 'grade', 'recess']","[('tell', 'NN'), ('cant', 'VBP'), ('whatever', 'WDT'), ('want', 'VBP'), ('protect', 'JJ'), ('people', 'NNS'), ('police', 'VBP'), ('get', 'VB'), ('spit', 'JJ'), ('tea', 'NN'), ('partylibertarian', 'JJ'), ('crowd', 'JJ'), ('political', 'JJ'), ('equal', 'JJ'), ('grade', 'NN'), ('recess', 'NN')]", tell cant whatever want protect people police get spit tea partylibertarian crowd political equal grade recess,0.32568803
3959,4206,2020-05-03,Maybe if people of color start saying #BlueLivesMatter maybe they will side with us for once 😂💀,maybe people color start saying maybe side us ,1,en,"['maybe', 'people', 'color', 'start', 'saying', 'maybe', 'side']","[('maybe', 'RB'), ('people', 'NNS'), ('color', 'VBP'), ('start', 'JJ'), ('saying', 'VBG'), ('maybe', 'RB'), ('side', 'NN')]", maybe people color start say maybe side,0.06740347
3960,4207,2020-05-03,"@TyreeBP Well guess #BlueLivesDontMatter to the previous #BlueLivesMatter folks, while spraying first responders with droplets at a high rate while frothing and screaming. Damn straight had this been POC it would have looked like this. 🤷🏻‍♀️🤦🏻‍♀️  Barriers, riot gear, national guard. https://t.co/2Z8TdHPziG",well guess previous folks spraying first responders droplets high rate frothing screaming damn straight poc would looked like barriers riot gear national guard ,1,en,"['well', 'guess', 'previous', 'folks', 'spraying', 'first', 'responders', 'droplets', 'high', 'rate', 'frothing', 'screaming', 'damn', 'straight', 'poc', 'would', 'looked', 'like', 'barriers', 'riot', 'gear', 'national', 'guard']","[('well', 'RB'), ('guess', 'RB'), ('previous', 'JJ'), ('folks', 'NNS'), ('spraying', 'VBG'), ('first', 'JJ'), ('responders', 'NNS'), ('droplets', 'NNS'), ('high', 'JJ'), ('rate', 'NN'), ('frothing', 'VBG'), ('screaming', 'VBG'), ('damn', 'NN'), ('straight', 'JJ'), ('poc', 'NN'), ('would', 'MD'), ('looked', 'VB'), ('like', 'IN'), ('barriers', 'NNS'), ('riot', 'VBP'), ('gear', 'JJ'), ('national', 'JJ'), ('guard', 'NN')]", well guess previous folk spray first responder droplet high rate froth scream damn straight poc would look like barrier riot gear national guard,0.65236396
3961,4208,2020-05-03,In this Pic does #BlueLivesMatter Oh wait! This #WhiteOnWhite crime! armed with two deadly weapons guns and maybe a mouth full of RONA ! Carry On.. https://t.co/vJzg0lcKjL,pic oh wait crime armed two deadly weapons guns maybe mouth full rona carry ,1,en,"['pic', 'wait', 'crime', 'armed', 'two', 'deadly', 'weapons', 'guns', 'maybe', 'mouth', 'full', 'rona', 'carry']","[('pic', 'NN'), ('wait', 'NN'), ('crime', 'NN'), ('armed', 'VBD'), ('two', 'CD'), ('deadly', 'JJ'), ('weapons', 'NNS'), ('guns', 'VBP'), ('maybe', 'RB'), ('mouth', 'JJ'), ('full', 'JJ'), ('rona', 'NN'), ('carry', 'NN')]", pic wait crime arm two deadly weapon gun maybe mouth full rona carry,0.44720078
3962,4209,2020-05-03,"This is my new #MothersDay T-shirt Design. If you need custom T-shirt Design you can Order Your Design here.

Oredr Your Design: https://t.co/jXHIbhqRPp

#GoJoe #sundayvibes #SundayMorning #SundayThoughts #WorldPressFreedomDay #BlueLivesMatter #Kudlow #Plague #tshirts #Fiverr https://t.co/53vPALP7Lm",new tshirt design need custom tshirt design order design oredr design ,1,en,"['new', 'tshirt', 'design', 'need', 'custom', 'tshirt', 'design', 'order', 'design', 'oredr', 'design']","[('new', 'JJ'), ('tshirt', 'NN'), ('design', 'NN'), ('need', 'VBP'), ('custom', 'NN'), ('tshirt', 'NN'), ('design', 'NN'), ('order', 'NN'), ('design', 'NN'), ('oredr', 'NN'), ('design', 'NN')]", new tshirt design need custom tshirt design order design oredr design,0.11556887
3963,4210,2020-05-03,"Woke up to #GoJoe &amp; #BlueLivesMatter .

F*ck this, I'm going back to bed...🤦
#ACAB",woke amp fck im going back bed ,1,en,"['woke', 'amp', 'fck', 'going', 'back', 'bed']","[('woke', 'NN'), ('amp', 'NN'), ('fck', 'NN'), ('going', 'VBG'), ('back', 'RB'), ('bed', 'NN')]", woke amp fck go back bed,0.8326962
3964,4211,2020-05-03,"Hey @gop, @realdonaldtrump and all you #maga stable geniuses! We don't EVER wanna hear none of your hypocrisy about #BlueLivesMatter or #LawAndOrder again. As a matter of fact y'all should just STFU period.
P.S. Go infect your own and stay away from humans. https://t.co/XbO4IREQuJ",hey stable geniuses dont ever wanna hear none hypocrisy matter fact yall stfu period ps go infect stay away humans ,1,en,"['hey', 'stable', 'geniuses', 'dont', 'ever', 'wan', 'hear', 'none', 'hypocrisy', 'matter', 'fact', 'yall', 'stfu', 'period', 'infect', 'stay', 'away', 'humans']","[('hey', 'NN'), ('stable', 'JJ'), ('geniuses', 'NNS'), ('dont', 'VBP'), ('ever', 'RB'), ('wan', 'JJ'), ('hear', 'VBP'), ('none', 'NN'), ('hypocrisy', 'NN'), ('matter', 'NN'), ('fact', 'NN'), ('yall', 'JJ'), ('stfu', 'JJ'), ('period', 'NN'), ('infect', 'JJ'), ('stay', 'VB'), ('away', 'RB'), ('humans', 'NNS')]", hey stable genius dont ever wan hear none hypocrisy matter fact yall stfu period infect stay away human,0.7447211
3965,4212,2020-05-03,"""But a society that protects some people through a safety net...but can only protect you with the club of criminal justice... either failed at enforcing its good intentions or has succeeded at something much darker."" Ta-Nehisi Coates #BlueLivesMatter 
https://t.co/Vtn0qmHmi1",society protects people safety netbut protect club criminal justice either failed enforcing good intentions succeeded something much darker tanehisi coates ,1,en,"['society', 'protects', 'people', 'safety', 'netbut', 'protect', 'club', 'criminal', 'justice', 'either', 'failed', 'enforcing', 'good', 'intentions', 'succeeded', 'something', 'much', 'darker', 'tanehisi', 'coates']","[('society', 'NN'), ('protects', 'VBZ'), ('people', 'NNS'), ('safety', 'NN'), ('netbut', 'NN'), ('protect', 'VBP'), ('club', 'NN'), ('criminal', 'JJ'), ('justice', 'NN'), ('either', 'RB'), ('failed', 'VBD'), ('enforcing', 'VBG'), ('good', 'JJ'), ('intentions', 'NNS'), ('succeeded', 'VBD'), ('something', 'NN'), ('much', 'JJ'), ('darker', 'NN'), ('tanehisi', 'NN'), ('coates', 'NNS')]", society protect people safety netbut protect club criminal justice either fail enforce good intention succeed something much darker tanehisi coates,0.30494434
3966,4213,2020-05-03,"🌸“This evolution includes all aspects of one’s being, from bodily health to self realization”💗

🌺~Pls RT~🦋

#Kudlow #Killmonger #AMJoy #BlueLivesMatter #Plague #ToddBridges #Nintendo64 #Bye 
#Macuto #FinalSeason @REITsInvest @HistoryHers 

Click on👇https://t.co/uyjTPTHXCP",“this evolution includes aspects one’s bodily health self realization” pls rt click ,1,en,"['evolution', 'includes', 'aspects', 'one', 'bodily', 'health', 'self', 'realization', 'pls', 'click']","[('evolution', 'NN'), ('includes', 'VBZ'), ('aspects', 'VBZ'), ('one', 'CD'), ('bodily', 'NN'), ('health', 'NN'), ('self', 'NN'), ('realization', 'NN'), ('pls', 'NN'), ('click', 'NN')]", evolution include aspects one bodily health self realization pls click,0.09396216
3967,4214,2020-05-03,When #BlueLivesMatter is trending https://t.co/BPCKRm1WiK,trending ,1,en,['trending'],"[('trending', 'VBG')]", trend,0.03924035
3968,4215,2020-05-03,(ONLY TWEETING THIS SO THE UGLY ASS CONSERVATIVES SEE THIS) #BlueLivesMatter ACAB ACAB ACAB ACAB ACAB ACAB ACAB 13121321312 ACAB!!!! FUCK THE PUSSIES WITH GUNS!! PUSSIES W GUNS ARE ALL COPS ARE!! FUCK THE COPS ACAB ACAB ACAB ACAB ACAB ACAB ACAB,tweeting ugly ass conservatives see acab acab acab acab acab acab acab acab fuck pussies guns pussies w guns cops fuck cops acab acab acab acab acab acab acab ,1,en,"['tweeting', 'ugly', 'ass', 'conservatives', 'see', 'acab', 'acab', 'acab', 'acab', 'acab', 'acab', 'acab', 'acab', 'fuck', 'pussies', 'guns', 'pussies', 'guns', 'cops', 'fuck', 'cops', 'acab', 'acab', 'acab', 'acab', 'acab', 'acab', 'acab']","[('tweeting', 'VBG'), ('ugly', 'RB'), ('ass', 'JJ'), ('conservatives', 'NNS'), ('see', 'VBP'), ('acab', 'JJ'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'JJ'), ('fuck', 'JJ'), ('pussies', 'NNS'), ('guns', 'VBP'), ('pussies', 'NNS'), ('guns', 'NNS'), ('cops', 'NNS'), ('fuck', 'VBP'), ('cops', 'NNS'), ('acab', 'VBP'), ('acab', 'JJ'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN'), ('acab', 'NN')]", tweet ugly ass conservative see acab acab acab acab acab acab acab acab fuck pussy gun pussy gun cop fuck cop acab acab acab acab acab acab acab,0.9757907
3969,4216,2020-05-03,"@AdamParkhomenko But #BlueLivesMatter, right?",right ,1,en,['right'],"[('right', 'NN')]", right,0.04255815
3970,4217,2020-05-03,I'm guessing the @gop gave up on the #BlueLivesMatter movement? https://t.co/cCXKAlKr9h,im guessing gave movement ,1,en,"['guessing', 'gave', 'movement']","[('guessing', 'VBG'), ('gave', 'VBD'), ('movement', 'NN')]", guess give movement,0.10003695
3971,4219,2020-05-03,@AdamParkhomenko Cops suddenly don't fear for their lives #BlueLivesMatter,cops suddenly dont fear lives ,1,en,"['cops', 'suddenly', 'dont', 'fear', 'lives']","[('cops', 'NNS'), ('suddenly', 'RB'), ('dont', 'VBP'), ('fear', 'JJ'), ('lives', 'NNS')]", cop suddenly dont fear life,0.24017514
3972,4220,2020-05-03,"so to be clean, for white republicans, #bluelivesmatter only matters when it has to do with a #blacklivesmatter protest or when black people get pissed at white cops shooting unarmed black folks? ok gotcha https://t.co/uhg46ivzhz",clean white republicans matters protest black people get pissed white cops shooting unarmed black folks ok gotcha ,1,en,"['clean', 'white', 'republicans', 'matters', 'protest', 'black', 'people', 'get', 'pissed', 'white', 'cops', 'shooting', 'unarmed', 'black', 'folks', 'gotcha']","[('clean', 'JJ'), ('white', 'JJ'), ('republicans', 'NNPS'), ('matters', 'NNS'), ('protest', 'VBP'), ('black', 'JJ'), ('people', 'NNS'), ('get', 'VBP'), ('pissed', 'VBN'), ('white', 'JJ'), ('cops', 'NNS'), ('shooting', 'VBG'), ('unarmed', 'JJ'), ('black', 'JJ'), ('folks', 'NNS'), ('gotcha', 'VBP')]", clean white republican matter protest black people get piss white cop shoot unarmed black folk gotcha,0.8367312
3973,4221,2020-05-03,"Can you imagine not only the bad breath, but all that spit flying! 🤢Covid 19 for everyone!!#BlueLivesMatter https://t.co/lXWn8lQxxf",imagine bad breath spit flying covid everyone ,1,en,"['imagine', 'bad', 'breath', 'spit', 'flying', 'covid', 'everyone']","[('imagine', 'NN'), ('bad', 'JJ'), ('breath', 'NN'), ('spit', 'NN'), ('flying', 'VBG'), ('covid', 'NN'), ('everyone', 'NN')]", imagine bad breath spit fly covid everyone,0.44256857
3974,4222,2020-05-03,@MollyJongFast #BlueLivesMatter only when #Karen needs them too. https://t.co/iwTqudeCeT,needs ,1,en,['needs'],"[('needs', 'NNS')]", need,0.043101262
3975,4223,2020-05-03,@partyboyesq So annoying. We should turn the #BlueLivesMatter movement against them for this.....What got me was the veteran saying “that’s bullshit!” Mans just came from having a few drinks at the VFW 😂😂😂,annoying turn movement thiswhat got veteran saying “that’s bullshit” mans came drinks vfw ,1,en,"['annoying', 'turn', 'movement', 'thiswhat', 'got', 'veteran', 'saying', 'bullshit', 'mans', 'came', 'drinks', 'vfw']","[('annoying', 'VBG'), ('turn', 'NN'), ('movement', 'NN'), ('thiswhat', 'WP'), ('got', 'VBD'), ('veteran', 'JJ'), ('saying', 'VBG'), ('bullshit', 'NN'), ('mans', 'NNS'), ('came', 'VBD'), ('drinks', 'NNS'), ('vfw', 'NN')]", annoy turn movement thiswhat get veteran say bullshit man come drink vfw,0.90174603
3976,4224,2020-05-03,"@PNWJGehrtz @MollyJongFast This is why he did what he did and it stands as one of the inspriritional acts ever in #CivilRights history.

#BlueLivesMatter do matter but that ""brand"" is stained because of its use by racist Americans. https://t.co/lnzx5WO45g",stands one inspriritional acts ever history matter brand stained use racist americans ,1,en,"['stands', 'one', 'inspriritional', 'acts', 'ever', 'history', 'matter', 'brand', 'stained', 'use', 'racist', 'americans']","[('stands', 'VBZ'), ('one', 'CD'), ('inspriritional', 'JJ'), ('acts', 'NNS'), ('ever', 'RB'), ('history', 'NN'), ('matter', 'NN'), ('brand', 'NN'), ('stained', 'VBN'), ('use', 'IN'), ('racist', 'NN'), ('americans', 'NNS')]", stand one inspriritional act ever history matter brand stain use racist american,0.55883646
