,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
4144,2020-06-07,"Stand up against police brutality!

#BlackLivesMatter 

@Dusky193 @NuTEKAA_ @_thinkerdog https://t.co/InnhxKRPYo",stand police brutality ,1,en,"['stand', 'police', 'brutality']","[('stand', 'VB'), ('police', 'NNS'), ('brutality', 'NN')]", stand police brutality,0.49809483
4145,2020-06-07,Join me in supporting BTS ARMY via @actblue https://t.co/Y2BnFO79bT #BlackLivesMatter @BTS_twt,join supporting bts army via ,1,en,"['join', 'supporting', 'bts', 'army', 'via']","[('join', 'NN'), ('supporting', 'VBG'), ('bts', 'JJ'), ('army', 'NN'), ('via', 'IN')]", join support bts army via,0.05934668
4146,2020-06-07,"If you’re more quiet about the BLM movement, still be active. Still research what you can do and how you can help. This is far from over. #BlackLivesMatter ❤️",you’re quiet blm movement still active still research help far ,1,en,"['quiet', 'blm', 'movement', 'still', 'active', 'still', 'research', 'help', 'far']","[('quiet', 'JJ'), ('blm', 'NN'), ('movement', 'NN'), ('still', 'RB'), ('active', 'JJ'), ('still', 'RB'), ('research', 'NN'), ('help', 'NN'), ('far', 'RB')]", quiet blm movement still active still research help far,0.12807636
4147,2020-06-07,If black lives matter why dont black people vote for city elections where mayors and police unions bargain to keep bad cops? Less than 1% show up!  #BLM #BlackLivesMatter,black lives matter dont black people vote city elections mayors police unions bargain keep bad cops less show ,1,en,"['black', 'lives', 'matter', 'dont', 'black', 'people', 'vote', 'city', 'elections', 'mayors', 'police', 'unions', 'bargain', 'keep', 'bad', 'cops', 'less', 'show']","[('black', 'JJ'), ('lives', 'VBZ'), ('matter', 'NN'), ('dont', 'JJ'), ('black', 'JJ'), ('people', 'NNS'), ('vote', 'VBP'), ('city', 'NN'), ('elections', 'NNS'), ('mayors', 'NNS'), ('police', 'VBP'), ('unions', 'NNS'), ('bargain', 'VBP'), ('keep', 'JJ'), ('bad', 'JJ'), ('cops', 'NNS'), ('less', 'RBR'), ('show', 'NN')]", black live matter dont black people vote city election mayor police union bargain keep bad cop less show,0.697102
4148,2020-06-07,"If you can donate, donate. If you can sign petitions, do it. If you can march, march. If you can raise awareness, speak up. If you have no idea what's going on, educate yourself. There's no wrong way to get get involved except to involved.
#BlackLivesMatter
#EndPoliceBrutality",donate donate sign petitions march march raise awareness speak idea whats going educate theres wrong way get get involved except involved ,1,en,"['donate', 'donate', 'sign', 'petitions', 'march', 'march', 'raise', 'awareness', 'speak', 'idea', 'whats', 'going', 'educate', 'theres', 'wrong', 'way', 'get', 'get', 'involved', 'except', 'involved']","[('donate', 'NN'), ('donate', 'NN'), ('sign', 'NN'), ('petitions', 'NNS'), ('march', 'VBP'), ('march', 'NN'), ('raise', 'NN'), ('awareness', 'NN'), ('speak', 'JJ'), ('idea', 'NN'), ('whats', 'NNS'), ('going', 'VBG'), ('educate', 'JJ'), ('theres', 'NNS'), ('wrong', 'JJ'), ('way', 'NN'), ('get', 'VB'), ('get', 'VB'), ('involved', 'JJ'), ('except', 'IN'), ('involved', 'VBN')]", donate donate sign petition march march raise awareness speak idea whats go educate there wrong way get get involved except involve,0.07976649
4149,2020-06-07,TOMORROW! DM FOR MORE INFO. #THEGREATSUNRISEMARCH #BLACKLIVESMATTER https://t.co/xxcjoXRQN9,tomorrow dm info ,1,en,"['tomorrow', 'info']","[('tomorrow', 'NN'), ('info', 'NN')]", tomorrow info,0.060748998
4151,2020-06-07,"Keith Lee!

That’s it 🤷🏽‍♂️ Thats the tweet 🤷🏽‍♂️ #BLM #BlackLivesMatter #NXTTakeOver https://t.co/UXjlLwNGqW",keith lee that’s thats tweet ,1,en,"['keith', 'lee', 'thats', 'tweet']","[('keith', 'NN'), ('lee', 'NN'), ('thats', 'NNS'), ('tweet', 'VBP')]", keith lee thats tweet,0.06765282
4152,2020-06-07,@heeIusos @xReigningEmpire @FerventMaharaja @flairley @bvnkslayer @crownfIair @blisstatements @rondarouseyszn @juliehuha @VinaMkayce @NYCDemonDiva @iamMimiChelles @Suziealto @kingofthecentre @AGuyNamedMacks @y2stump @jnxnvr @naeusername @rbonne1 @Hamanicart617 @MyKicksAreMyFix @EllisMbeh @MJ_Santii @DamianG347 @DavKind76 @FlashPMC @GameOfAnt @real_diculous @queenoftheringg @allhailhann @Blue70517 @CaribbeanLovely @iamJustinRitch @bitchwhatline @only1tonid @isitsafe100 @FlightAV1 @WASMINYGRANDE @RosePlanted_ @MysticPabbz @HEELBANKS_ @reneesheadset @KhyleDeWitt @bayleysqueen @lynchspuns @luvvbecks People I know won't break the chain #BlackLivesMatter @43WlLSON @bigdogstrong @beastmvde @DlRTYAMBROSE,people know wont break chain ,1,en,"['people', 'know', 'wont', 'break', 'chain']","[('people', 'NNS'), ('know', 'VBP'), ('wont', 'JJ'), ('break', 'NN'), ('chain', 'NN')]", people know wont break chain,0.09677638
4153,2020-06-07,And she is still alive. That young price right there deserves all the roses! #BlackLivesMatter https://t.co/lg6wC3L2n1,still alive young price right deserves roses ,1,en,"['still', 'alive', 'young', 'price', 'right', 'deserves', 'roses']","[('still', 'RB'), ('alive', 'JJ'), ('young', 'JJ'), ('price', 'NN'), ('right', 'NN'), ('deserves', 'VBZ'), ('roses', 'NNS')]", still alive young price right deserve rose,0.23994987
4156,2020-06-07,"Educators- Now is not the time to sit passively on the sidelines. Stand up, speak up #BlackLivesMatter #whitesilenceisviolence https://t.co/aHaDC710Hu",educators time sit passively sidelines stand speak ,1,en,"['educators', 'time', 'sit', 'passively', 'sidelines', 'stand', 'speak']","[('educators', 'NNS'), ('time', 'NN'), ('sit', 'NN'), ('passively', 'RB'), ('sidelines', 'JJ'), ('stand', 'NN'), ('speak', 'NN')]", educator time sit passively sidelines stand speak,0.23784705
4157,2020-06-07,"I promised them I would stop just preaching to the choir, talking among friends and to say it loud. This is my word to you.  #blacklivesmatter #BLM",promised would stop preaching choir talking among friends say loud word ,1,en,"['promised', 'would', 'stop', 'preaching', 'choir', 'talking', 'among', 'friends', 'say', 'loud', 'word']","[('promised', 'VBN'), ('would', 'MD'), ('stop', 'VB'), ('preaching', 'VBG'), ('choir', 'JJ'), ('talking', 'VBG'), ('among', 'IN'), ('friends', 'NNS'), ('say', 'VBP'), ('loud', 'JJ'), ('word', 'NN')]", promise would stop preach choir talk among friend say loud word,0.09327548
